city,state,pop,query
Minooka,IL,12758,Minooka IL
Robinson,TX,12755,Robinson TX
Oakland,NJ,12748,Oakland NJ
Winnetka,IL,12744,Winnetka IL
Dunkirk,NY,12743,Dunkirk NY
St Marys,PA,12738,St Marys PA
DIberville,MS,12721,DIberville MS
Kelso,WA,12720,Kelso WA
Hudson,WI,12719,Hudson WI
East Hampton,CT,12717,East Hampton CT
Bloomsburg,PA,12711,Bloomsburg PA
Oxford,CT,12706,Oxford CT
Grover Beach,CA,12701,Grover Beach CA
Grenada,MS,12700,Grenada MS
Cornelius,OR,12694,Cornelius OR
Cloquet,MN,12686,Cloquet MN
Pennsville Township,NJ,12684,Pennsville Township NJ
Amherst,OH,12681,Amherst OH
Pecos,TX,12673,Pecos TX
Byram,MS,12666,Byram MS
Levelland,TX,12665,Levelland TX
Wilmington,OH,12664,Wilmington OH
Lindsay,CA,12659,Lindsay CA
Paradise Valley,AZ,12658,Paradise Valley AZ
Wickliffe,OH,12652,Wickliffe OH
Orange City,FL,12632,Orange City FL
Ottawa ,KS,12625,Ottawa  KS
Vadnais Heights,MN,12623,Vadnais Heights MN
Grantsville,UT,12617,Grantsville UT
Windsor Locks,CT,12613,Windsor Locks CT
Sandy,OR,12612,Sandy OR
Stoughton,WI,12611,Stoughton WI
North St Paul,MN,12608,North St Paul MN
Justice,IL,12600,Justice IL
Mendota,CA,12595,Mendota CA
North Smithfield,RI,12588,North Smithfield RI
Florham Park,NJ,12585,Florham Park NJ
Poquoson,VA,12582,Poquoson VA
Sylacauga,AL,12578,Sylacauga AL
Woolwich Township,NJ,12577,Woolwich Township NJ
Harrison,OH,12563,Harrison OH
Haddonfield,NJ,12550,Haddonfield NJ
Vineyard,UT,12543,Vineyard UT
Enumclaw,WA,12543,Enumclaw WA
Upper Township,NJ,12539,Upper Township NJ
Freehold Borough,NJ,12538,Freehold Borough NJ
Fortuna,CA,12516,Fortuna CA
San Marino,CA,12513,San Marino CA
Kewanee,IL,12509,Kewanee IL
Rehoboth,MA,12502,Rehoboth MA
Streator,IL,12500,Streator IL
Boone,IA,12460,Boone IA
Baker,LA,12455,Baker LA
Palmer,MA,12448,Palmer MA
Falmouth,ME,12444,Falmouth ME
SedroWoolley,WA,12421,SedroWoolley WA
Borger,TX,12419,Borger TX
McComb,MS,12413,McComb MS
Patchogue,NY,12408,Patchogue NY
Kingsburg,CA,12380,Kingsburg CA
Tyngsborough,MA,12380,Tyngsborough MA
Commerce,CA,12378,Commerce CA
Rantoul,IL,12371,Rantoul IL
Fort Atkinson,WI,12368,Fort Atkinson WI
Spearfish,SD,12358,Spearfish SD
Madison,IN,12357,Madison IN
Manvel,TX,12355,Manvel TX
Herrin,IL,12352,Herrin IL
Newman,CA,12351,Newman CA
Jerome ,ID,12349,Jerome  ID
Blackfoot ,ID,12346,Blackfoot  ID
Somerville,NJ,12346,Somerville NJ
Lake City,FL,12329,Lake City FL
Edgewood,WA,12327,Edgewood WA
Derby,CT,12325,Derby CT
Leeds,AL,12324,Leeds AL
Haverstraw,NY,12323,Haverstraw NY
Conneaut,OH,12318,Conneaut OH
Garden City,ID,12316,Garden City ID
Greensburg,IN,12312,Greensburg IN
Box Elder,SD,12310,Box Elder SD
El Campo,TX,12290,El Campo TX
Lewisburg,TN,12288,Lewisburg TN
Beatrice,NE,12261,Beatrice NE
Effingham,IL,12252,Effingham IL
Coventry,CT,12235,Coventry CT
Richmond,TX,12233,Richmond TX
Gonzales,LA,12231,Gonzales LA
Scotts Valley,CA,12224,Scotts Valley CA
Manchester,TN,12212,Manchester TN
Big Lake,MN,12198,Big Lake MN
Webster,TX,12193,Webster TX
Babylon,NY,12188,Babylon NY
Brattleboro,VT,12184,Brattleboro VT
Centralia,IL,12182,Centralia IL
Choctaw,OK,12182,Choctaw OK
Wrentham,MA,12178,Wrentham MA
New Kensington,PA,12170,New Kensington PA
Macedonia,OH,12168,Macedonia OH
Camp Verde,AZ,12147,Camp Verde AZ
Moss Point,MS,12147,Moss Point MS
Portales,NM,12137,Portales NM
Glen Rock,NJ,12133,Glen Rock NJ
Woodward ,OK,12133,Woodward  OK
Hasbrouck Heights,NJ,12125,Hasbrouck Heights NJ
Cahokia,IL,12096,Cahokia IL
Weatherford,OK,12076,Weatherford OK
Crossville,TN,12071,Crossville TN
Palos Heights,IL,12068,Palos Heights IL
River Edge,NJ,12049,River Edge NJ
Baraboo,WI,12048,Baraboo WI
East Bethel,MN,12038,East Bethel MN
Cottonwood,AZ,12029,Cottonwood AZ
Gig Harbor,WA,12029,Gig Harbor WA
South Miami,FL,12026,South Miami FL
Washington,IN,12017,Washington IN
Guttenberg,NJ,12017,Guttenberg NJ
Gladstone,OR,12017,Gladstone OR
Liberty Lake,WA,12003,Liberty Lake WA
Spencer,MA,11992,Spencer MA
Bound Brook,NJ,11988,Bound Brook NJ
West Plains ,MO,11986,West Plains  MO
Poulsbo,WA,11975,Poulsbo WA
Arkansas City,KS,11974,Arkansas City KS
Maryville ,MO,11972,Maryville  MO
Athol,MA,11945,Athol MA
Martinsville,IN,11932,Martinsville IN
Minden,LA,11928,Minden LA
Somerset,KY,11924,Somerset KY
Dudley,MA,11921,Dudley MA
Salem,OH,11915,Salem OH
Crestwood,MO,11912,Crestwood MO
Red Bank,TN,11899,Red Bank TN
Picayune,MS,11885,Picayune MS
Hanover,NH,11870,Hanover NH
Wallington,NJ,11868,Wallington NJ
Tarrytown,NY,11860,Tarrytown NY
Somersworth,NH,11855,Somersworth NH
Weston,MA,11851,Weston MA
Signal Hill,CA,11848,Signal Hill CA
Plano,IL,11847,Plano IL
Neosho ,MO,11835,Neosho  MO
Green River,WY,11825,Green River WY
Vermillion ,SD,11802,Vermillion  SD
Half Moon Bay,CA,11795,Half Moon Bay CA
Bordentown Township,NJ,11791,Bordentown Township NJ
Gulfport,FL,11783,Gulfport FL
Lunenburg,MA,11782,Lunenburg MA
Los Alamitos,CA,11780,Los Alamitos CA
Winfield ,KS,11777,Winfield  KS
Lower Burrell,PA,11758,Lower Burrell PA
Amherst,NH,11753,Amherst NH
Evanston,WY,11747,Evanston WY
Ringwood,NJ,11735,Ringwood NJ
Show Low,AZ,11732,Show Low AZ
Lawrenceburg,KY,11728,Lawrenceburg KY
Douglas ,GA,11722,Douglas  GA
Seven Hills,OH,11720,Seven Hills OH
River Forest,IL,11717,River Forest IL
Two Rivers,WI,11712,Two Rivers WI
Crowley,LA,11710,Crowley LA
Schiller Park,IL,11709,Schiller Park IL
St Peter ,MN,11707,St Peter  MN
Bellmawr,NJ,11707,Bellmawr NJ
East Greenwich Township,NJ,11706,East Greenwich Township NJ
Burley ,ID,11704,Burley  ID
Franklin,OH,11690,Franklin OH
Bucyrus,OH,11684,Bucyrus OH
Brookhaven,MS,11674,Brookhaven MS
Norton,OH,11673,Norton OH
Plymouth,CT,11671,Plymouth CT
Lovington,NM,11668,Lovington NM
Mendota Heights,MN,11665,Mendota Heights MN
Norfolk,MA,11662,Norfolk MA
Markham,IL,11661,Markham IL
Carver,MA,11645,Carver MA
Ontario,OR,11645,Ontario OR
Lawrenceburg,TN,11633,Lawrenceburg TN
James Island,SC,11621,James Island SC
Selma,TX,11619,Selma TX
Hartsville,TN,11615,Hartsville TN
Pepperell,MA,11604,Pepperell MA
Festus,MO,11602,Festus MO
Fort Morgan,CO,11597,Fort Morgan CO
Irmo,SC,11569,Irmo SC
Miami Shores,FL,11567,Miami Shores FL
Covington,LA,11564,Covington LA
Elk City,OK,11561,Elk City OK
Oskaloosa,IA,11558,Oskaloosa IA
Bridgeton,MO,11550,Bridgeton MO
Yorktown,IN,11548,Yorktown IN
Mexico ,MO,11543,Mexico  MO
Dobbs Ferry,NY,11541,Dobbs Ferry NY
Kennebunk,ME,11536,Kennebunk ME
Woodbury,NY,11526,Woodbury NY
Lakeville,MA,11523,Lakeville MA
Roma,TX,11505,Roma TX
Lantana,FL,11504,Lantana FL
Ridgefield,NJ,11501,Ridgefield NJ
Dardenne Prairie,MO,11494,Dardenne Prairie MO
Gloucester City,NJ,11484,Gloucester City NJ
Stafford,CT,11472,Stafford CT
Morgan City,LA,11472,Morgan City LA
Leon Valley,TX,11463,Leon Valley TX
Suffern,NY,11441,Suffern NY
Wilton Manors,FL,11426,Wilton Manors FL
Campbellsville,KY,11426,Campbellsville KY
Granbury,TX,11424,Granbury TX
Cedarburg,WI,11412,Cedarburg WI
Woods Cross,UT,11410,Woods Cross UT
Holbrook,MA,11405,Holbrook MA
Griswold,CT,11402,Griswold CT
Lindon,UT,11397,Lindon UT
Fulton,NY,11389,Fulton NY
Hillsborough,CA,11387,Hillsborough CA
Mapleton,UT,11365,Mapleton UT
Brooklyn,OH,11359,Brooklyn OH
Cocoa Beach,FL,11354,Cocoa Beach FL
Norwell,MA,11351,Norwell MA
Healdsburg,CA,11340,Healdsburg CA
Waupun,WI,11340,Waupun WI
Spencer,IA,11325,Spencer IA
Anderson,CA,11323,Anderson CA
Ravenna,OH,11323,Ravenna OH
Okmulgee ,OK,11322,Okmulgee  OK
Wanaque,NJ,11317,Wanaque NJ
Groton,MA,11315,Groton MA
Wells,ME,11314,Wells ME
Westwood,NJ,11282,Westwood NJ
Piedmont,CA,11270,Piedmont CA
Storm Lake,IA,11269,Storm Lake IA
Sierra Madre,CA,11268,Sierra Madre CA
Snyder,TX,11264,Snyder TX
Haysville,KS,11262,Haysville KS
Port Lavaca,TX,11259,Port Lavaca TX
Port Washington,WI,11250,Port Washington WI
Lansing,KS,11239,Lansing KS
Ocean City,NJ,11229,Ocean City NJ
Satellite Beach,FL,11226,Satellite Beach FL
Platteville,WI,11224,Platteville WI
Grand Rapids ,MN,11220,Grand Rapids  MN
Cleveland,MS,11199,Cleveland MS
Burr Ridge,IL,11192,Burr Ridge IL
Batesville,AK,11191,Batesville AK
Batesville,AR,11191,Batesville AR
East Windsor,CT,11190,East Windsor CT
Milford,DE,11190,Milford DE
Abbeville,LA,11186,Abbeville LA
Orono,ME,11183,Orono ME
Union City,TN,11170,Union City TN
Magnolia,AK,11162,Magnolia AK
Magnolia,AR,11162,Magnolia AR
Summit,IL,11161,Summit IL
Pontiac,IL,11150,Pontiac IL
Warren,RI,11147,Warren RI
Great Neck,NY,11145,Great Neck NY
Pompton Lakes,NJ,11127,Pompton Lakes NJ
Star,ID,11117,Star ID
Urbana,OH,11115,Urbana OH
North Branch,MN,11113,North Branch MN
Collegedale,TN,11109,Collegedale TN
East Hanover Township,NJ,11105,East Hanover Township NJ
Monmouth,OR,11100,Monmouth OR
Merriam,KS,11098,Merriam KS
Van Wert,OH,11092,Van Wert OH
Leicester,MA,11087,Leicester MA
Excelsior Springs,MO,11084,Excelsior Springs MO
Pleasant View,UT,11083,Pleasant View UT
Canyon Lake,CA,11082,Canyon Lake CA
Franklin Lakes,NJ,11079,Franklin Lakes NJ
Peru,IN,11073,Peru IN
Lake Grove,NY,11072,Lake Grove NY
Fredericksburg,TX,11072,Fredericksburg TX
Clayton,CA,11070,Clayton CA
Totowa,NJ,11065,Totowa NJ
Coshocton,OH,11050,Coshocton OH
Wellington,CO,11047,Wellington CO
Victoria,MN,11042,Victoria MN
Castle Pines,CO,11036,Castle Pines CO
Bedford Heights,OH,11020,Bedford Heights OH
Waterloo,IL,11013,Waterloo IL
West Caldwell,NJ,11012,West Caldwell NJ
Petal,MS,11010,Petal MS
Lyndon,KY,11008,Lyndon KY
Springdale,OH,11007,Springdale OH
Columbia,IL,10999,Columbia IL
Fife,WA,10999,Fife WA
Webb City,MO,10996,Webb City MO
Little Ferry,NJ,10987,Little Ferry NJ
North Logan,UT,10986,North Logan UT
Newcastle,OK,10984,Newcastle OK
Roscoe,IL,10983,Roscoe IL
Chatham Township,NJ,10983,Chatham Township NJ
Fox Lake,IL,10978,Fox Lake IL
Alcoa,TN,10978,Alcoa TN
Burkburnett,TX,10975,Burkburnett TX
Worth,IL,10970,Worth IL
Marinette,WI,10968,Marinette WI
West Point,UT,10963,West Point UT
Troy,IL,10960,Troy IL
Mount Kisco,NY,10959,Mount Kisco NY
Manville,NJ,10953,Manville NJ
Brandon,SD,10950,Brandon SD
Canton,MS,10948,Canton MS
Celina,OH,10935,Celina OH
Rincon,GA,10934,Rincon GA
Kennett ,MO,10932,Kennett  MO
Lincoln Park,NJ,10915,Lincoln Park NJ
Grandview,WA,10907,Grandview WA
Granby,CT,10903,Granby CT
Campton Hills,IL,10885,Campton Hills IL
Atchison ,KS,10885,Atchison  KS
Iowa Colony,TX,10883,Iowa Colony TX
Port Wentworth,GA,10878,Port Wentworth GA
Malvern,AK,10867,Malvern AK
Malvern,AR,10867,Malvern AR
Bellefontaine Neighbors,MO,10860,Bellefontaine Neighbors MO
Beachwood,NJ,10859,Beachwood NJ
Russellville,AL,10855,Russellville AL
Montgomery,OH,10853,Montgomery OH
Monroe,WI,10827,Monroe WI
Crestwood,IL,10826,Crestwood IL
New Albany,OH,10825,New Albany OH
Martin,TN,10825,Martin TN
Lyons,IL,10817,Lyons IL
Town and Country,MO,10815,Town and Country MO
Wantage Township,NJ,10811,Wantage Township NJ
Richmond Heights,OH,10801,Richmond Heights OH
Vidalia,GA,10785,Vidalia GA
Pleasanton,TX,10780,Pleasanton TX
Pine Hill,NJ,10764,Pine Hill NJ
Jackson,WY,10760,Jackson WY
Morro Bay,CA,10757,Morro Bay CA
Airway Heights,WA,10757,Airway Heights WA
Guthrie ,OK,10749,Guthrie  OK
Placerville,CA,10747,Placerville CA
Maynard,MA,10746,Maynard MA
Sonoma,CA,10739,Sonoma CA
Prineville ,OR,10736,Prineville  OR
Sebring,FL,10729,Sebring FL
Milton,VT,10723,Milton VT
Barrington,IL,10722,Barrington IL
Newberry,SC,10691,Newberry SC
Hartford,VT,10686,Hartford VT
Raymond,NH,10684,Raymond NH
Fairview,TX,10683,Fairview TX
Riverton,WY,10682,Riverton WY
Lowell,IN,10680,Lowell IN
West Haverstraw,NY,10678,West Haverstraw NY
Riverdale,IL,10663,Riverdale IL
Bel Air,MD,10661,Bel Air MD
Bogalusa,LA,10659,Bogalusa LA
Vermilion,OH,10659,Vermilion OH
Malibu,CA,10654,Malibu CA
Hanson,MA,10639,Hanson MA
St Albans,WV,10635,St Albans WV
Nanticoke,PA,10628,Nanticoke PA
Doraville,GA,10623,Doraville GA
Sumner,WA,10621,Sumner WA
Verona,WI,10619,Verona WI
Forest Acres,SC,10617,Forest Acres SC
Yelm,WA,10617,Yelm WA
Camden,AK,10612,Camden AK
Camden,AR,10612,Camden AR
River Grove,IL,10612,River Grove IL
Reading,OH,10600,Reading OH
Freeport,TX,10594,Freeport TX
Clute,TX,10593,Clute TX
Millington,TN,10582,Millington TN
Canandaigua,NY,10576,Canandaigua NY
Vienna,WV,10576,Vienna WV
Bellmead,TX,10575,Bellmead TX
Alachua,FL,10574,Alachua FL
Cottage Grove,OR,10574,Cottage Grove OR
Le Mars,IA,10571,Le Mars IA
Ironton,OH,10571,Ironton OH
Danville,IN,10559,Danville IN
Acushnet,MA,10559,Acushnet MA
Bonham,TX,10559,Bonham TX
Corning,NY,10551,Corning NY
Elgin,TX,10549,Elgin TX
Troy ,MO,10540,Troy  MO
Valley,AL,10529,Valley AL
Espanola,NM,10526,Espanola NM
Branson,MO,10520,Branson MO
Sweetwater,TX,10513,Sweetwater TX
Raymondville,TX,10510,Raymondville TX
Taylorville,IL,10506,Taylorville IL
Chestnut Ridge,NY,10505,Chestnut Ridge NY
Fair Oaks Ranch,TX,10505,Fair Oaks Ranch TX
Little Canada,MN,10499,Little Canada MN
Lighthouse Point,FL,10486,Lighthouse Point FL
Silverton,OR,10484,Silverton OR
Old Saybrook,CT,10481,Old Saybrook CT
Somers Point,NJ,10469,Somers Point NJ
Wood River,IL,10464,Wood River IL
Pella,IA,10464,Pella IA
Burlington,WI,10464,Burlington WI
Galena Park,TX,10461,Galena Park TX
Belgrade,MT,10460,Belgrade MT
Galion,OH,10453,Galion OH
Warr Acres,OK,10452,Warr Acres OK
Southborough,MA,10450,Southborough MA
Palatka,FL,10446,Palatka FL
Wabash,IN,10440,Wabash IN
Rifle,CO,10437,Rifle CO
Rockport,TX,10436,Rockport TX
Bastrop,TX,10434,Bastrop TX
Fairview,OR,10424,Fairview OR
Fort Oglethorpe,GA,10423,Fort Oglethorpe GA
Waterford Township,NJ,10421,Waterford Township NJ
Fountain Inn,SC,10416,Fountain Inn SC
Heath,OH,10412,Heath OH
Fairmont ,MN,10410,Fairmont  MN
Monument,CO,10399,Monument CO
Farmersville,CA,10397,Farmersville CA
Waverly,IA,10394,Waverly IA
Scituate,RI,10384,Scituate RI
Arkadelphia,AK,10380,Arkadelphia AK
Arkadelphia,AR,10380,Arkadelphia AR
Millstone Township,NJ,10376,Millstone Township NJ
Watervliet,NY,10375,Watervliet NY
Shasta Lake,CA,10371,Shasta Lake CA
Shelton,WA,10371,Shelton WA
Pingree Grove,IL,10365,Pingree Grove IL
Winchendon,MA,10364,Winchendon MA
Weston,CT,10354,Weston CT
Lexington,NE,10348,Lexington NE
Versailles,KY,10347,Versailles KY
Alexandria,KY,10341,Alexandria KY
Berthoud,CO,10332,Berthoud CO
Oneida,NY,10329,Oneida NY
Bolivar ,MO,10325,Bolivar  MO
Portage,WI,10324,Portage WI
Exeter,CA,10321,Exeter CA
Carroll,IA,10321,Carroll IA
Ridgefield,WA,10319,Ridgefield WA
Brewster,MA,10318,Brewster MA
Southampton Township,NJ,10317,Southampton Township NJ
North Bend,OR,10317,North Bend OR
Yazoo City,MS,10316,Yazoo City MS
Paris,TN,10316,Paris TN
Bluffton,IN,10308,Bluffton IN
Clay,AL,10291,Clay AL
Garden City,GA,10289,Garden City GA
London,OH,10279,London OH
Tipp City,OH,10274,Tipp City OH
Kendallville,IN,10271,Kendallville IN
Fort Madison,IA,10270,Fort Madison IA
Heath,TX,10266,Heath TX
New Hyde Park,NY,10257,New Hyde Park NY
Newport ,OR,10256,Newport  OR
Somers,CT,10255,Somers CT
Alpine,UT,10251,Alpine UT
Hackettstown,NJ,10248,Hackettstown NJ
Standish,ME,10244,Standish ME
Molalla,OR,10228,Molalla OR
Winchester,CT,10224,Winchester CT
Corte Madera,CA,10222,Corte Madera CA
Cordele ,GA,10220,Cordele  GA
Plymouth,IN,10214,Plymouth IN
Hermantown,MN,10211,Hermantown MN
Union ,MO,10204,Union  MO
Flowood,MS,10202,Flowood MS
Milton,FL,10197,Milton FL
Rainbow City,AL,10191,Rainbow City AL
Cedartown ,GA,10190,Cedartown  GA
Eureka,MO,10189,Eureka MO
Astoria ,OR,10181,Astoria  OR
Cairo ,GA,10179,Cairo  GA
Whitestown,IN,10178,Whitestown IN
Franklin,KY,10176,Franklin KY
Paris,KY,10171,Paris KY
Airmont,NY,10166,Airmont NY
La Plata,MD,10159,La Plata MD
East Rockaway,NY,10159,East Rockaway NY
Robstown,TX,10157,Robstown TX
Massena,NY,10151,Massena NY
DuPont,WA,10151,DuPont WA
Port Townsend,WA,10148,Port Townsend WA
Pleasant Hill,IA,10147,Pleasant Hill IA
Hillsdale,NJ,10143,Hillsdale NJ
Littleton,MA,10141,Littleton MA
WoodRidge,NJ,10137,WoodRidge NJ
Safford,AZ,10129,Safford AZ
Snohomish,WA,10126,Snohomish WA
Canton,CT,10124,Canton CT
Lovejoy,GA,10122,Lovejoy GA
Lenoir City,TN,10117,Lenoir City TN
Boaz,AL,10107,Boaz AL
West Point,MS,10105,West Point MS
Williston,VT,10103,Williston VT
Baker City ,OR,10099,Baker City  OR
San Elizario,TX,10093,San Elizario TX
Cambridge,OH,10089,Cambridge OH
Elkhorn,WI,10084,Elkhorn WI
Maywood,NJ,10080,Maywood NJ
Vernal,UT,10079,Vernal UT
Hull,MA,10072,Hull MA
Kittery,ME,10070,Kittery ME
La Grange,KY,10067,La Grange KY
Ware,MA,10066,Ware MA
Ogdensburg,NY,10064,Ogdensburg NY
Struthers,OH,10063,Struthers OH
Waldwick,NJ,10058,Waldwick NJ
Clinton,TN,10056,Clinton TN
Spanish Fort,AL,10049,Spanish Fort AL
Rye Brook,NY,10047,Rye Brook NY
Vernon,TX,10045,Vernon TX
Cody,WY,10028,Cody WY
Lancaster,NY,10027,Lancaster NY
Calimesa,CA,10026,Calimesa CA
East Rutherford,NJ,10022,East Rutherford NJ
Harrisonville ,MO,10019,Harrisonville  MO
Willoughby Hills,OH,10019,Willoughby Hills OH
Cedar Hills,UT,10019,Cedar Hills UT
Mayfield,KY,10017,Mayfield KY
Reedsburg,WI,10014,Reedsburg WI
Atoka,TN,10008,Atoka TN
Rio Vista,CA,10005,Rio Vista CA
Fairfield,AL,10000,Fairfield AL
Highland,IL,9991,Highland IL
Sleepy Hollow,NY,9986,Sleepy Hollow NY
Uniontown,PA,9984,Uniontown PA
Mount Holly,NJ,9981,Mount Holly NJ
Glocester,RI,9974,Glocester RI
Cape Canaveral,FL,9972,Cape Canaveral FL
Kinnelon,NJ,9966,Kinnelon NJ
Glenwood Springs,CO,9963,Glenwood Springs CO
Woodbury,NJ,9963,Woodbury NJ
East Liverpool,OH,9958,East Liverpool OH
Colts Neck Township,NJ,9957,Colts Neck Township NJ
Wapakoneta,OH,9957,Wapakoneta OH
Mission,KS,9954,Mission KS
Plainville,MA,9945,Plainville MA
Capitola,CA,9938,Capitola CA
Cameron,MO,9933,Cameron MO
Sauk Village,IL,9921,Sauk Village IL
Cambridge ,MN,9915,Cambridge  MN
Decatur,IN,9913,Decatur IN
River Vale,NJ,9909,River Vale NJ
College Place,WA,9902,College Place WA
Keokuk,IA,9900,Keokuk IA
Ingleside,TX,9898,Ingleside TX
Peru,IL,9896,Peru IL
Tremonton,UT,9894,Tremonton UT
Columbia City,IN,9892,Columbia City IN
Roanoke,TX,9878,Roanoke TX
Fultondale,AL,9876,Fultondale AL
Sturbridge,MA,9867,Sturbridge MA
DeRidder,LA,9852,DeRidder LA
Lowell,AK,9839,Lowell AK
Lowell,AR,9839,Lowell AR
Jennings,LA,9837,Jennings LA
Winfield,IL,9835,Winfield IL
Independence,OR,9828,Independence OR
Sweet Home,OR,9828,Sweet Home OR
Conway,NH,9822,Conway NH
Greencastle,IN,9820,Greencastle IN
Thomaston ,GA,9816,Thomaston  GA
Lincoln City,OR,9815,Lincoln City OR
Jesup ,GA,9809,Jesup  GA
Alamosa,CO,9806,Alamosa CO
Detroit Lakes ,MN,9795,Detroit Lakes  MN
Brownsville,TN,9788,Brownsville TN
Green Cove Springs,FL,9786,Green Cove Springs FL
Middleton,MA,9779,Middleton MA
Keansburg,NJ,9755,Keansburg NJ
Burlington City,NJ,9743,Burlington City NJ
Woodbury,CT,9723,Woodbury CT
Sunbury,PA,9719,Sunbury PA
Vidor,TX,9712,Vidor TX
Lisbon,ME,9711,Lisbon ME
Middletown,KY,9706,Middletown KY
Flossmoor,IL,9704,Flossmoor IL
Silver City,NM,9704,Silver City NM
Hamburg,NY,9696,Hamburg NY
Bastrop,LA,9691,Bastrop LA
Marathon,FL,9689,Marathon FL
Eagle Point,OR,9686,Eagle Point OR
Sedona,AZ,9684,Sedona AZ
New Square,NY,9679,New Square NY
Brewer,ME,9672,Brewer ME
North College Hill,OH,9663,North College Hill OH
Merrill,WI,9661,Merrill WI
Avon Park,FL,9658,Avon Park FL
Bladensburg,MD,9657,Bladensburg MD
Mount Airy,MD,9654,Mount Airy MD
Coweta,OK,9654,Coweta OK
Orange Cove,CA,9649,Orange Cove CA
Indianola,MS,9646,Indianola MS
Arden Hills,MN,9637,Arden Hills MN
Oil City,PA,9613,Oil City PA
Girard,OH,9603,Girard OH
Parsons,KS,9600,Parsons KS
Fredonia,NY,9585,Fredonia NY
Steger,IL,9584,Steger IL
LaSalle,IL,9582,LaSalle IL
Oakwood,OH,9572,Oakwood OH
Cusseta ,GA,9565,Cusseta  GA
Matawan,NJ,9565,Matawan NJ
Grinnell,IA,9564,Grinnell IA
Bargersville,IN,9560,Bargersville IN
Topsham,ME,9560,Topsham ME
Pleasant Grove,AL,9544,Pleasant Grove AL
Itasca,IL,9543,Itasca IL
The Village,OK,9538,The Village OK
Cape Elizabeth,ME,9535,Cape Elizabeth ME
Diamondhead,MS,9529,Diamondhead MS
Sparta,WI,9522,Sparta WI
Louisville,OH,9521,Louisville OH
HelenaWest Helena,AK,9519,HelenaWest Helena AK
HelenaWest Helena,AR,9519,HelenaWest Helena AR
Burlington,CT,9519,Burlington CT
Bridge City,TX,9519,Bridge City TX
Greenwood,AK,9516,Greenwood AK
Greenwood,AR,9516,Greenwood AR
Chillicothe ,MO,9515,Chillicothe  MO
Amityville,NY,9500,Amityville NY
Bluefield,WV,9499,Bluefield WV
Madeira,OH,9487,Madeira OH
Woodway,TX,9474,Woodway TX
Harvard,IL,9469,Harvard IL
Rochelle,IL,9446,Rochelle IL
Pryor Creek ,OK,9444,Pryor Creek  OK
Pike Road,AL,9439,Pike Road AL
Mahomet,IL,9434,Mahomet IL
Newmarket,NH,9430,Newmarket NH
Southside,AL,9426,Southside AL
Middleton,ID,9425,Middleton ID
Berlin,NH,9425,Berlin NH
Eunice,LA,9422,Eunice LA
Chesterfield Township,NJ,9422,Chesterfield Township NJ
Anaconda,MT,9421,Anaconda MT
Fairfield,IA,9416,Fairfield IA
Mooresville,IN,9411,Mooresville IN
South Amboy,NJ,9411,South Amboy NJ
Middlesboro,KY,9405,Middlesboro KY
Warren,PA,9404,Warren PA
Sheffield,AL,9403,Sheffield AL
Prospect,CT,9401,Prospect CT
Florence,OR,9396,Florence OR
Tuskegee,AL,9395,Tuskegee AL
Flowery Branch,GA,9391,Flowery Branch GA
